sensor_id,date,datetime_utc,datetime_local,value_avg,parameter,units,min,max,q25,median,q75,std,expected_count,observed_count,percent_complete,location_id,location_name,latitude,longitude,aqi,aqi_after_12h,actual_lag_hours,hour,day_of_week,month,year
7923,2017-12-02,2017-12-02 07:00:00+00:00,2017-12-02 07:00:00+00:00,4.4,pm25,µg/m³,4.4,4.4,4.4,4.4,4.4,0.0,1,1,100.0,3441,FR12045,43.09499699946431,-0.051944,18.0,49.0,12.0,7,5,12,2017
7923,2017-12-02,2017-12-02 12:00:00+00:00,2017-12-02 12:00:00+00:00,10.6,pm25,µg/m³,10.6,10.6,10.6,10.6,10.6,0.0,1,1,100.0,3441,FR12045,43.09499699946431,-0.051944,44.0,56.0,14.0,12,5,12,2017
7923,2017-12-02,2017-12-02 13:00:00+00:00,2017-12-02 13:00:00+00:00,10.6,pm25,µg/m³,10.58,10.58,10.58,10.58,10.58,0.0,1,1,100.0,3441,FR12045,43.09499699946431,-0.051944,44.0,56.0,13.0,13,5,12,2017
7923,2017-12-02,2017-12-02 14:00:00+00:00,2017-12-02 14:00:00+00:00,7.6,pm25,µg/m³,7.6,7.6,7.6,7.6,7.6,0.0,1,1,100.0,3441,FR12045,43.09499699946431,-0.051944,32.0,56.0,12.0,14,5,12,2017
7923,2017-12-02,2017-12-02 15:00:00+00:00,2017-12-02 15:00:00+00:00,7.65,pm25,µg/m³,7.65,7.65,7.65,7.65,7.65,0.0,1,1,100.0,3441,FR12045,43.09499699946431,-0.051944,32.0,56.0,12.0,15,5,12,2017
7923,2017-12-02,2017-12-02 16:00:00+00:00,2017-12-02 16:00:00+00:00,21.8,pm25,µg/m³,21.8,21.8,21.8,21.8,21.8,0.0,1,1,100.0,3441,FR12045,43.09499699946431,-0.051944,71.0,43.0,12.0,16,5,12,2017
7923,2017-12-02,2017-12-02 17:00:00+00:00,2017-12-02 17:00:00+00:00,21.8,pm25,µg/m³,21.78,21.78,21.78,21.78,21.78,0.0,1,1,100.0,3441,FR12045,43.09499699946431,-0.051944,71.0,43.0,12.0,17,5,12,2017
7923,2017-12-02,2017-12-02 18:00:00+00:00,2017-12-02 18:00:00+00:00,11.8,pm25,µg/m³,11.8,11.8,11.8,11.8,11.8,0.0,1,1,100.0,3441,FR12045,43.09499699946431,-0.051944,49.0,53.0,12.0,18,5,12,2017
7923,2017-12-02,2017-12-02 19:00:00+00:00,2017-12-02 19:00:00+00:00,11.8,pm25,µg/m³,11.83,11.83,11.83,11.83,11.83,0.0,1,1,100.0,3441,FR12045,43.09499699946431,-0.051944,49.0,53.0,12.0,19,5,12,2017
7923,2017-12-03,2017-12-03 02:00:00+00:00,2017-12-03 02:00:00+00:00,14.3,pm25,µg/m³,14.3,14.3,14.3,14.3,14.3,0.0,1,1,100.0,3441,FR12045,43.09499699946431,-0.051944,56.0,25.0,12.0,2,6,12,2017
7923,2017-12-03,2017-12-03 03:00:00+00:00,2017-12-03 03:00:00+00:00,14.3,pm25,µg/m³,14.3,14.3,14.3,14.3,14.3,0.0,1,1,100.0,3441,FR12045,43.09499699946431,-0.051944,56.0,25.0,12.0,3,6,12,2017
7923,2017-12-03,2017-12-03 04:00:00+00:00,2017-12-03 04:00:00+00:00,10.3,pm25,µg/m³,10.3,10.3,10.3,10.3,10.3,0.0,1,1,100.0,3441,FR12045,43.09499699946431,-0.051944,43.0,15.0,12.0,4,6,12,2017
7923,2017-12-03,2017-12-03 05:00:00+00:00,2017-12-03 05:00:00+00:00,10.3,pm25,µg/m³,10.3,10.3,10.3,10.3,10.3,0.0,1,1,100.0,3441,FR12045,43.09499699946431,-0.051944,43.0,15.0,12.0,5,6,12,2017
7923,2017-12-03,2017-12-03 06:00:00+00:00,2017-12-03 06:00:00+00:00,13.0,pm25,µg/m³,13.0,13.0,13.0,13.0,13.0,0.0,1,1,100.0,3441,FR12045,43.09499699946431,-0.051944,53.0,52.0,12.0,6,6,12,2017
7923,2017-12-03,2017-12-03 07:00:00+00:00,2017-12-03 07:00:00+00:00,13.0,pm25,µg/m³,12.98,12.98,12.98,12.98,12.98,0.0,1,1,100.0,3441,FR12045,43.09499699946431,-0.051944,53.0,52.0,12.0,7,6,12,2017
7923,2017-12-03,2017-12-03 09:00:00+00:00,2017-12-03 09:00:00+00:00,7.7,pm25,µg/m³,7.7,7.7,7.7,7.7,7.7,0.0,1,1,100.0,3441,FR12045,43.09499699946431,-0.051944,32.0,48.0,14.0,9,6,12,2017
7923,2017-12-03,2017-12-03 10:00:00+00:00,2017-12-03 10:00:00+00:00,4.8,pm25,µg/m³,4.8,4.8,4.8,4.8,4.8,0.0,1,1,100.0,3441,FR12045,43.09499699946431,-0.051944,20.0,48.0,13.0,10,6,12,2017
7923,2017-12-03,2017-12-03 11:00:00+00:00,2017-12-03 11:00:00+00:00,4.83,pm25,µg/m³,4.83,4.83,4.83,4.83,4.83,0.0,1,1,100.0,3441,FR12045,43.09499699946431,-0.051944,20.0,48.0,12.0,11,6,12,2017
7923,2017-12-03,2017-12-03 12:00:00+00:00,2017-12-03 12:00:00+00:00,11.5,pm25,µg/m³,11.5,11.5,11.5,11.5,11.5,0.0,1,1,100.0,3441,FR12045,43.09499699946431,-0.051944,48.0,61.0,12.0,12,6,12,2017
7923,2017-12-03,2017-12-03 13:00:00+00:00,2017-12-03 13:00:00+00:00,11.5,pm25,µg/m³,11.48,11.48,11.48,11.48,11.48,0.0,1,1,100.0,3441,FR12045,43.09499699946431,-0.051944,48.0,61.0,12.0,13,6,12,2017
7923,2017-12-03,2017-12-03 14:00:00+00:00,2017-12-03 14:00:00+00:00,6.1,pm25,µg/m³,6.1,6.1,6.1,6.1,6.1,0.0,1,1,100.0,3441,FR12045,43.09499699946431,-0.051944,25.0,38.0,12.0,14,6,12,2017
7923,2017-12-03,2017-12-03 15:00:00+00:00,2017-12-03 15:00:00+00:00,6.08,pm25,µg/m³,6.08,6.08,6.08,6.08,6.08,0.0,1,1,100.0,3441,FR12045,43.09499699946431,-0.051944,25.0,39.0,12.0,15,6,12,2017
7923,2017-12-03,2017-12-03 16:00:00+00:00,2017-12-03 16:00:00+00:00,3.5,pm25,µg/m³,3.5,3.5,3.5,3.5,3.5,0.0,1,1,100.0,3441,FR12045,43.09499699946431,-0.051944,15.0,70.0,12.0,16,6,12,2017
7923,2017-12-03,2017-12-03 17:00:00+00:00,2017-12-03 17:00:00+00:00,3.53,pm25,µg/m³,3.53,3.53,3.53,3.53,3.53,0.0,1,1,100.0,3441,FR12045,43.09499699946431,-0.051944,15.0,70.0,12.0,17,6,12,2017
7923,2017-12-03,2017-12-03 18:00:00+00:00,2017-12-03 18:00:00+00:00,12.6,pm25,µg/m³,12.6,12.6,12.6,12.6,12.6,0.0,1,1,100.0,3441,FR12045,43.09499699946431,-0.051944,52.0,50.0,12.0,18,6,12,2017
7923,2017-12-03,2017-12-03 19:00:00+00:00,2017-12-03 19:00:00+00:00,12.6,pm25,µg/m³,12.6,12.6,12.6,12.6,12.6,0.0,1,1,100.0,3441,FR12045,43.09499699946431,-0.051944,52.0,50.0,12.0,19,6,12,2017
7923,2017-12-03,2017-12-03 23:00:00+00:00,2017-12-03 23:00:00+00:00,11.5,pm25,µg/m³,11.53,11.53,11.53,11.53,11.53,0.0,1,1,100.0,3441,FR12045,43.09499699946431,-0.051944,48.0,34.0,12.0,23,6,12,2017
7923,2017-12-04,2017-12-04 00:00:00+00:00,2017-12-04 00:00:00+00:00,16.7,pm25,µg/m³,16.7,16.7,16.7,16.7,16.7,0.0,1,1,100.0,3441,FR12045,43.09499699946431,-0.051944,61.0,25.0,12.0,0,0,12,2017
