sensor_id,date,datetime_utc,datetime_local,value_avg,parameter,units,min,max,q25,median,q75,std,expected_count,observed_count,percent_complete,location_id,location_name,latitude,longitude,aqi,aqi_after_12h,actual_lag_hours,hour,day_of_week,month,year
7969,2017-03-29,2017-03-29 21:00:00+00:00,2017-03-29 21:00:00+00:00,5.68,no2,µg/m³,5.68,5680.0,5.68,5.68,,0.0,1,un,100.0,3454.0,NET-FR068A,43.630280000000006,0.179722,5.0,4.0,12.0,21,2,3,2017
7969,2017-03-29,2017-03-29 22:00:00+00:00,2017-03-29 22:00:00+00:00,,no2,µg/m³,4.91,0.00491,,4.91,,0.0,1,1,100.0,3454.0,NET-FR068A,43.630280000000006,999.0,5.0,4.0,12.0,22,2,3,2017
7969,2017-03-29,2017-03-29 23:00:00+00:00,2017-03-29 23:00:00+00:00,,no2,µg/m³,4.44,4.44,4.44,4.44,0.00444,,uno,1,100.0,3454.0,NET-FR068A,43.630280000000006,0.179722,4.0,5.0,12.0,23,2,3,2017
7969,2017-03-30,2017-03-30 00:00:00+00:00,2017-03-30 00:00:00+00:00,4.29,no2,unknown,4.29,4.29,4.29,0.00429,4.29,0.0,1,mot,100.0,,NET-FR068A,727.0,0.179722,4.0,6.0,12.0,0,3,3,2017
7969,2017-03-30,2017-03-30 01:00:00+00:00,2017-03-30 01:00:00+00:00,4.17,no2,µg/m³,4.17,4.17,4.17,4.17,4.17,0.0,uno,1,100.0,3454.0,NET-FR068A,43.630280000000006,0.179722,4.0,6.0,12.0,1,3,3,2017
7969,2017-03-30,2017-03-30 02:00:00+00:00,2017-03-30 02:00:00+00:00,3.91,no2,µg/m³,,3.91,0.00391,3.91,3.91,0.0,1,1,100.0,,NET-FR068A,43.630280000000006,0.179722,4.0,5.0,12.0,2,3,3,2017
7969,2017-03-30,2017-03-30 03:00:00+00:00,2017-03-30 03:00:00+00:00,,no2,µg/m³,0.00361,0.00361,3610.0,3.61,3.61,0.0,1,1,100.0,,NET-FR068A,43.630280000000006,0.179722,3.0,5.0,12.0,3,3,3,2017
7969,2017-03-30,2017-03-30 04:00:00+00:00,2017-03-30 04:00:00+00:00,3700.0,no2,µg/m³,,3.7,3.7,3.7,,0.0,one,1,100.0,3454.0,NET-FR068A,727.0,-727.0,3.0,5.0,12.0,4,3,3,2017
7969,2017-03-30,2017-03-30 05:00:00+00:00,2017-03-30 05:00:00+00:00,3.93,no2,µg/m³,3.93,3.93,3.93,3.93,,0.0,1,1,100.0,3454.0,NET-FR068A,43.630280000000006,0.179722,4.0,5.0,12.0,5,3,3,2017
7969,2017-03-30,2017-03-30 06:00:00+00:00,2017-03-30 06:00:00+00:00,3.63,no2,µg/m³,,3.63,3.63,,3.63,0.0,one,1,100.0,3454.0,NET-FR068A,43.630280000000006,0.179722,3.0,6.0,12.0,6,3,3,2017
